EMPLID,NAME,FIRM,PROJECT_ID,WORK_DATE,TRC,HOURS,BILL_RATE,TOTAL_COST
C50083,Consultant_84,Consulting_Firm_9,PRJ-1066,05-01-2026,REG,6.9,275,1897.5
C50204,Consultant_205,Consulting_Firm_2,PRJ-1072,05-01-2026,REG,6.8,185,1258
C50225,Consultant_226,Consulting_Firm_1,PRJ-1040,05-01-2026,OT,9.6,225,3240
C50047,Consultant_48,Consulting_Firm_12,PRJ-1096,05-01-2026,OT,10.6,225,3577.5
C50246,Consultant_247,Consulting_Firm_5,PRJ-1025,05-01-2026,REG,4.6,450,2070
C50161,Consultant_162,Consulting_Firm_11,PRJ-1114,05-01-2026,OT,9.4,350,4935
C50080,Consultant_81,Consulting_Firm_10,PRJ-1009,05-01-2026,REG,6.2,225,1395
C50182,Consultant_183,Consulting_Firm_1,PRJ-1035,05-01-2026,REG,5.6,275,1540
C50187,Consultant_188,Consulting_Firm_14,PRJ-1087,05-01-2026,REG,7,350,2450
C50105,Consultant_106,Consulting_Firm_1,PRJ-1065,05-01-2026,OT,12,150,2700
C50124,Consultant_125,Consulting_Firm_6,PRJ-1003,05-01-2026,REG,7.4,450,3330
C50185,Consultant_186,Consulting_Firm_1,PRJ-1014,05-01-2026,OT,11.5,185,3191.25
C50075,Consultant_76,Consulting_Firm_3,PRJ-1089,05-01-2026,REG,7,150,1050
C50181,Consultant_182,Consulting_Firm_9,PRJ-1054,05-01-2026,OT,10.1,225,3408.75
C50233,Consultant_234,Consulting_Firm_11,PRJ-1035,05-01-2026,REG,4.2,350,1470
C50097,Consultant_98,Consulting_Firm_13,PRJ-1042,05-01-2026,REG,5.1,275,1402.5
C50132,Consultant_133,Consulting_Firm_1,PRJ-1008,05-01-2026,OT,9.5,185,2636.25
C50223,Consultant_224,Consulting_Firm_6,PRJ-1025,05-01-2026,OT,8.5,185,2358.75
C50139,Consultant_140,Consulting_Firm_2,PRJ-1055,05-01-2026,REG,6.1,350,2135
C50238,Consultant_239,Consulting_Firm_6,PRJ-1012,05-01-2026,REG,7.9,185,1461.5
C50205,Consultant_206,Consulting_Firm_14,PRJ-1064,05-01-2026,REG,7.1,150,1065
C50006,Consultant_7,Consulting_Firm_3,PRJ-1068,05-01-2026,REG,5,150,750
C50092,Consultant_93,Consulting_Firm_13,PRJ-1014,05-01-2026,REG,5.8,275,1595
C50158,Consultant_159,Consulting_Firm_15,PRJ-1079,05-01-2026,REG,5.6,185,1036
C50154,Consultant_155,Consulting_Firm_13,PRJ-1101,05-01-2026,REG,6.4,275,1760
C50188,Consultant_189,Consulting_Firm_2,PRJ-1069,05-01-2026,REG,5.6,275,1540
C50154,Consultant_155,Consulting_Firm_13,PRJ-1093,05-01-2026,REG,4.9,275,1347.5
C50116,Consultant_117,Consulting_Firm_12,PRJ-1113,05-01-2026,REG,6,185,1110
C50080,Consultant_81,Consulting_Firm_10,PRJ-1094,05-01-2026,REG,6,225,1350
C50185,Consultant_186,Consulting_Firm_1,PRJ-1056,05-01-2026,OT,10.7,185,2969.25
C50133,Consultant_134,Consulting_Firm_5,PRJ-1049,05-01-2026,REG,5.6,150,840
C50184,Consultant_185,Consulting_Firm_10,PRJ-1041,05-01-2026,REG,4.3,350,1505
C50172,Consultant_173,Consulting_Firm_5,PRJ-1101,05-01-2026,REG,7.8,275,2145
C50099,Consultant_100,Consulting_Firm_11,PRJ-1016,05-01-2026,REG,7.3,450,3285
C50081,Consultant_82,Consulting_Firm_8,PRJ-1066,05-01-2026,REG,7.6,350,2660
C50075,Consultant_76,Consulting_Firm_3,PRJ-1096,05-01-2026,REG,5.1,150,765
C50095,Consultant_96,Consulting_Firm_8,PRJ-1035,05-01-2026,REG,4.4,225,990
C50145,Consultant_146,Consulting_Firm_4,PRJ-1099,05-01-2026,REG,5.9,225,1327.5
C50010,Consultant_11,Consulting_Firm_1,PRJ-1043,05-01-2026,REG,6.4,185,1184
C50005,Consultant_6,Consulting_Firm_8,PRJ-1004,05-01-2026,REG,7,185,1295
C50006,Consultant_7,Consulting_Firm_3,PRJ-1055,05-01-2026,REG,5.8,150,870
C50147,Consultant_148,Consulting_Firm_13,PRJ-1031,05-01-2026,REG,4.6,275,1265
C50079,Consultant_80,Consulting_Firm_6,PRJ-1000,05-01-2026,REG,4.7,275,1292.5
C50118,Consultant_119,Consulting_Firm_1,PRJ-1039,05-01-2026,REG,7.3,450,3285
C50000,Consultant_1,Consulting_Firm_8,PRJ-1026,05-01-2026,REG,4.1,185,758.5
C50100,Consultant_101,Consulting_Firm_7,PRJ-1083,05-01-2026,REG,5.9,275,1622.5
C50228,Consultant_229,Consulting_Firm_2,PRJ-1009,05-01-2026,REG,7.6,225,1710
C50142,Consultant_143,Consulting_Firm_9,PRJ-1014,05-01-2026,REG,5.8,185,1073
C50202,Consultant_203,Consulting_Firm_3,PRJ-1101,05-01-2026,OT,11.9,275,4908.75
C50122,Consultant_123,Consulting_Firm_14,PRJ-1070,05-01-2026,REG,6.7,150,1005
C50100,Consultant_101,Consulting_Firm_7,PRJ-1040,05-01-2026,REG,4.1,275,1127.5
C50071,Consultant_72,Consulting_Firm_15,PRJ-1072,05-01-2026,REG,5.9,225,1327.5
C50046,Consultant_47,Consulting_Firm_9,PRJ-1096,05-01-2026,REG,7.9,150,1185
C50111,Consultant_112,Consulting_Firm_4,PRJ-1072,05-01-2026,REG,5.2,450,2340
C50187,Consultant_188,Consulting_Firm_14,PRJ-1008,05-01-2026,REG,6.1,350,2135
C50209,Consultant_210,Consulting_Firm_7,PRJ-1043,05-01-2026,REG,7.6,450,3420
C50179,Consultant_180,Consulting_Firm_9,PRJ-1111,05-01-2026,REG,4.4,350,1540
C50177,Consultant_178,Consulting_Firm_5,PRJ-1099,05-01-2026,OT,9.4,275,3877.5
C50144,Consultant_145,Consulting_Firm_1,PRJ-1040,05-01-2026,OT,9.3,350,4882.5
C50138,Consultant_139,Consulting_Firm_1,PRJ-1107,05-01-2026,REG,8,150,1200
C50163,Consultant_164,Consulting_Firm_1,PRJ-1114,05-01-2026,REG,7.6,225,1710
C50188,Consultant_189,Consulting_Firm_2,PRJ-1092,05-01-2026,OT,10.7,275,4413.75
C50055,Consultant_56,Consulting_Firm_1,PRJ-1031,05-01-2026,REG,5.4,185,999
C50206,Consultant_207,Consulting_Firm_1,PRJ-1110,05-01-2026,REG,7.3,150,1095
C50060,Consultant_61,Consulting_Firm_5,PRJ-1099,05-01-2026,REG,7.9,350,2765
C50227,Consultant_228,Consulting_Firm_7,PRJ-1042,05-01-2026,REG,7.2,185,1332
C50054,Consultant_55,Consulting_Firm_5,PRJ-1076,05-01-2026,REG,4.1,225,922.5
C50202,Consultant_203,Consulting_Firm_3,PRJ-1108,05-01-2026,REG,6.2,275,1705
C50079,Consultant_80,Consulting_Firm_6,PRJ-1107,05-01-2026,REG,7.6,275,2090
C50111,Consultant_112,Consulting_Firm_4,PRJ-1016,05-01-2026,REG,6.4,450,2880
C50050,Consultant_51,Consulting_Firm_1,PRJ-1111,05-01-2026,OT,11.9,275,4908.75
C50201,Consultant_202,Consulting_Firm_14,PRJ-1106,05-01-2026,REG,5.8,350,2030
C50054,Consultant_55,Consulting_Firm_5,PRJ-1024,05-01-2026,REG,4.1,225,922.5
C50117,Consultant_118,Consulting_Firm_14,PRJ-1107,05-01-2026,REG,4.3,185,795.5
C50114,Consultant_115,Consulting_Firm_8,PRJ-1009,05-01-2026,REG,4.7,275,1292.5
C50125,Consultant_126,Consulting_Firm_10,PRJ-1096,05-01-2026,REG,4.4,275,1210
C50080,Consultant_81,Consulting_Firm_10,PRJ-1048,05-01-2026,REG,6.7,225,1507.5
C50160,Consultant_161,Consulting_Firm_15,PRJ-1105,05-01-2026,REG,6.8,450,3060
C50104,Consultant_105,Consulting_Firm_8,PRJ-1049,05-01-2026,REG,6.1,150,915
C50150,Consultant_151,Consulting_Firm_3,PRJ-1072,05-01-2026,REG,5.1,225,1147.5
C50144,Consultant_145,Consulting_Firm_1,PRJ-1036,05-01-2026,REG,5.4,350,1890
C50199,Consultant_200,Consulting_Firm_5,PRJ-1104,05-01-2026,REG,6.3,225,1417.5
C50057,Consultant_58,Consulting_Firm_11,PRJ-1041,05-01-2026,REG,4.9,185,906.5
C50026,Consultant_27,Consulting_Firm_11,PRJ-1031,05-01-2026,REG,5.3,350,1855
C50013,Consultant_14,Consulting_Firm_12,PRJ-1104,05-01-2026,REG,6.7,350,2345
C50243,Consultant_244,Consulting_Firm_13,PRJ-1094,05-01-2026,OT,11,225,3712.5
C50037,Consultant_38,Consulting_Firm_8,PRJ-1096,05-01-2026,REG,6.1,275,1677.5
C50173,Consultant_174,Consulting_Firm_4,PRJ-1089,05-01-2026,REG,7.1,275,1952.5
C50061,Consultant_62,Consulting_Firm_1,PRJ-1092,05-01-2026,REG,7.9,450,3555
C50008,Consultant_9,Consulting_Firm_9,PRJ-1027,05-01-2026,REG,7.4,350,2590
C50049,Consultant_50,Consulting_Firm_4,PRJ-1075,05-01-2026,REG,4.9,450,2205
C50230,Consultant_231,Consulting_Firm_4,PRJ-1036,05-01-2026,REG,6.2,225,1395
C50240,Consultant_241,Consulting_Firm_12,PRJ-1064,05-01-2026,REG,5.5,275,1512.5
C50015,Consultant_16,Consulting_Firm_14,PRJ-1048,05-01-2026,OT,11.8,450,7965
C50063,Consultant_64,Consulting_Firm_13,PRJ-1055,05-01-2026,REG,5.8,350,2030
C50007,Consultant_8,Consulting_Firm_3,PRJ-1113,05-01-2026,REG,6.5,150,975
C50241,Consultant_242,Consulting_Firm_1,PRJ-1093,05-01-2026,REG,4.1,185,758.5
C50058,Consultant_59,Consulting_Firm_2,PRJ-1001,05-01-2026,REG,5.2,150,780
C50009,Consultant_10,Consulting_Firm_10,PRJ-1083,05-01-2026,REG,4.5,350,1575
C50126,Consultant_127,Consulting_Firm_5,PRJ-1009,05-01-2026,REG,6.7,150,1005
C50210,Consultant_211,Consulting_Firm_2,PRJ-1021,05-01-2026,OT,11.7,275,4826.25
C50224,Consultant_225,Consulting_Firm_6,PRJ-1107,05-01-2026,OT,11.5,185,3191.25
C50180,Consultant_181,Consulting_Firm_4,PRJ-1069,05-01-2026,OT,10.5,275,4331.25
C50111,Consultant_112,Consulting_Firm_4,PRJ-1042,05-01-2026,REG,5.4,450,2430
C50177,Consultant_178,Consulting_Firm_5,PRJ-1104,05-01-2026,REG,7.3,275,2007.5
C50151,Consultant_152,Consulting_Firm_6,PRJ-1049,05-01-2026,REG,5.2,225,1170
C50022,Consultant_23,Consulting_Firm_12,PRJ-1003,05-01-2026,OT,11.7,450,7897.5
C50009,Consultant_10,Consulting_Firm_10,PRJ-1085,05-01-2026,REG,7.3,350,2555
C50183,Consultant_184,Consulting_Firm_13,PRJ-1082,05-01-2026,REG,6.2,275,1705
C50116,Consultant_117,Consulting_Firm_12,PRJ-1045,05-01-2026,OT,10.5,185,2913.75
C50205,Consultant_206,Consulting_Firm_14,PRJ-1003,05-01-2026,REG,7.1,150,1065
C50112,Consultant_113,Consulting_Firm_12,PRJ-1034,05-01-2026,REG,4.5,150,675
C50098,Consultant_99,Consulting_Firm_2,PRJ-1083,05-01-2026,REG,7.3,275,2007.5
C50079,Consultant_80,Consulting_Firm_6,PRJ-1089,05-01-2026,REG,4.7,275,1292.5
C50076,Consultant_77,Consulting_Firm_7,PRJ-1090,05-01-2026,OT,10.4,225,3510
C50105,Consultant_106,Consulting_Firm_1,PRJ-1075,05-01-2026,REG,4.5,150,675
C50135,Consultant_136,Consulting_Firm_3,PRJ-1056,05-01-2026,REG,4.9,275,1347.5
C50009,Consultant_10,Consulting_Firm_10,PRJ-1063,05-01-2026,REG,6.5,350,2275
C50038,Consultant_39,Consulting_Firm_13,PRJ-1110,05-01-2026,REG,6.1,350,2135
C50104,Consultant_105,Consulting_Firm_8,PRJ-1026,05-01-2026,REG,7.5,150,1125
C50182,Consultant_183,Consulting_Firm_1,PRJ-1026,05-01-2026,REG,6.1,275,1677.5
C50058,Consultant_59,Consulting_Firm_2,PRJ-1101,05-01-2026,REG,6.3,150,945
C50061,Consultant_62,Consulting_Firm_1,PRJ-1032,05-01-2026,REG,4.1,450,1845
C50051,Consultant_52,Consulting_Firm_2,PRJ-1092,05-01-2026,REG,5.5,150,825
C50007,Consultant_8,Consulting_Firm_3,PRJ-1083,05-01-2026,REG,4.4,150,660
C50172,Consultant_173,Consulting_Firm_5,PRJ-1034,05-01-2026,REG,5.9,275,1622.5
C50090,Consultant_91,Consulting_Firm_5,PRJ-1079,05-01-2026,REG,5.3,185,980.5
C50208,Consultant_209,Consulting_Firm_2,PRJ-1039,05-01-2026,REG,4.1,185,758.5
C50141,Consultant_142,Consulting_Firm_4,PRJ-1075,05-01-2026,OT,11.2,350,5880
C50238,Consultant_239,Consulting_Firm_6,PRJ-1075,05-01-2026,REG,4.8,185,888
C50086,Consultant_87,Consulting_Firm_5,PRJ-1083,05-01-2026,REG,6,350,2100
C50125,Consultant_126,Consulting_Firm_10,PRJ-1068,05-01-2026,REG,6.4,275,1760
C50142,Consultant_143,Consulting_Firm_9,PRJ-1027,05-01-2026,OT,10.2,185,2830.5
C50012,Consultant_13,Consulting_Firm_5,PRJ-1003,05-01-2026,REG,6.9,225,1552.5
C50185,Consultant_186,Consulting_Firm_1,PRJ-1045,05-01-2026,REG,7.1,185,1313.5
C50015,Consultant_16,Consulting_Firm_14,PRJ-1062,05-01-2026,OT,8.8,450,5940
C50161,Consultant_162,Consulting_Firm_11,PRJ-1021,05-01-2026,REG,5,350,1750
C50098,Consultant_99,Consulting_Firm_2,PRJ-1066,05-01-2026,REG,6.3,275,1732.5
C50153,Consultant_154,Consulting_Firm_13,PRJ-1026,05-01-2026,REG,6.8,225,1530
C50082,Consultant_83,Consulting_Firm_14,PRJ-1028,05-01-2026,REG,6.6,225,1485
C50084,Consultant_85,Consulting_Firm_9,PRJ-1028,05-01-2026,REG,5.4,185,999
C50128,Consultant_129,Consulting_Firm_9,PRJ-1099,05-01-2026,REG,6.3,185,1165.5
C50153,Consultant_154,Consulting_Firm_13,PRJ-1031,05-01-2026,OT,10.8,225,3645
C50029,Consultant_30,Consulting_Firm_7,PRJ-1012,05-01-2026,REG,7.1,150,1065
C50077,Consultant_78,Consulting_Firm_15,PRJ-1024,05-01-2026,REG,7.6,275,2090
C50139,Consultant_140,Consulting_Firm_2,PRJ-1068,05-01-2026,OT,11.9,350,6247.5
C50134,Consultant_135,Consulting_Firm_2,PRJ-1090,05-01-2026,REG,4.5,150,675
C50016,Consultant_17,Consulting_Firm_8,PRJ-1092,05-01-2026,REG,6.2,350,2170
C50015,Consultant_16,Consulting_Firm_14,PRJ-1107,05-01-2026,OT,10.7,450,7222.5
C50011,Consultant_12,Consulting_Firm_9,PRJ-1083,05-01-2026,REG,4.8,185,888
C50201,Consultant_202,Consulting_Firm_14,PRJ-1049,05-01-2026,REG,4.2,350,1470
C50010,Consultant_11,Consulting_Firm_1,PRJ-1040,05-01-2026,REG,6.3,185,1165.5
C50208,Consultant_209,Consulting_Firm_2,PRJ-1096,05-01-2026,REG,5.8,185,1073
C50005,Consultant_6,Consulting_Firm_8,PRJ-1079,05-01-2026,REG,5.2,185,962
C50057,Consultant_58,Consulting_Firm_11,PRJ-1024,05-01-2026,REG,7.5,185,1387.5
C50094,Consultant_95,Consulting_Firm_15,PRJ-1058,05-01-2026,REG,5.8,450,2610
C50016,Consultant_17,Consulting_Firm_8,PRJ-1090,05-01-2026,REG,7.1,350,2485
C50058,Consultant_59,Consulting_Firm_2,PRJ-1069,05-01-2026,REG,5.5,150,825
C50181,Consultant_182,Consulting_Firm_9,PRJ-1084,05-01-2026,REG,7.4,225,1665
C50004,Consultant_5,Consulting_Firm_14,PRJ-1025,05-01-2026,REG,6.1,275,1677.5
C50130,Consultant_131,Consulting_Firm_14,PRJ-1107,05-01-2026,OT,10.8,450,7290
C50091,Consultant_92,Consulting_Firm_15,PRJ-1110,05-01-2026,REG,7.2,350,2520
C50210,Consultant_211,Consulting_Firm_2,PRJ-1068,05-01-2026,REG,4.6,275,1265
C50019,Consultant_20,Consulting_Firm_2,PRJ-1101,05-01-2026,REG,4.9,275,1347.5
C50194,Consultant_195,Consulting_Firm_3,PRJ-1079,05-01-2026,OT,10,275,4125
C50242,Consultant_243,Consulting_Firm_3,PRJ-1024,05-01-2026,REG,7.5,350,2625
C50101,Consultant_102,Consulting_Firm_10,PRJ-1055,05-01-2026,OT,9.4,225,3172.5
C50230,Consultant_231,Consulting_Firm_4,PRJ-1031,05-01-2026,OT,11.3,225,3813.75
C50018,Consultant_19,Consulting_Firm_14,PRJ-1105,05-01-2026,REG,6.6,350,2310
C50240,Consultant_241,Consulting_Firm_12,PRJ-1040,05-01-2026,REG,4.3,275,1182.5
C50044,Consultant_45,Consulting_Firm_1,PRJ-1003,05-01-2026,REG,6.8,150,1020
C50156,Consultant_157,Consulting_Firm_12,PRJ-1082,05-01-2026,REG,7.4,450,3330
C50090,Consultant_91,Consulting_Firm_5,PRJ-1084,05-01-2026,REG,6.9,185,1276.5
C50035,Consultant_36,Consulting_Firm_9,PRJ-1101,05-01-2026,REG,7.2,150,1080
C50180,Consultant_181,Consulting_Firm_4,PRJ-1037,05-01-2026,REG,5.8,275,1595
C50196,Consultant_197,Consulting_Firm_10,PRJ-1034,05-01-2026,REG,7.8,275,2145
C50049,Consultant_50,Consulting_Firm_4,PRJ-1026,05-01-2026,REG,7.2,450,3240
C50008,Consultant_9,Consulting_Firm_9,PRJ-1032,05-01-2026,REG,6.3,350,2205
C50074,Consultant_75,Consulting_Firm_3,PRJ-1039,05-01-2026,REG,5.4,450,2430
C50083,Consultant_84,Consulting_Firm_9,PRJ-1078,05-01-2026,REG,7,275,1925
C50076,Consultant_77,Consulting_Firm_7,PRJ-1009,05-01-2026,OT,9.5,225,3206.25
C50087,Consultant_88,Consulting_Firm_13,PRJ-1058,05-01-2026,REG,6.7,225,1507.5
C50103,Consultant_104,Consulting_Firm_5,PRJ-1072,05-01-2026,OT,11.8,350,6195
C50219,Consultant_220,Consulting_Firm_15,PRJ-1031,05-01-2026,REG,5.5,350,1925
C50029,Consultant_30,Consulting_Firm_7,PRJ-1012,05-01-2026,REG,5.7,150,855
C50197,Consultant_198,Consulting_Firm_9,PRJ-1048,05-01-2026,REG,4.1,185,758.5
C50085,Consultant_86,Consulting_Firm_12,PRJ-1105,05-01-2026,REG,6,150,900
C50129,Consultant_130,Consulting_Firm_1,PRJ-1055,05-01-2026,REG,6.8,350,2380
C50064,Consultant_65,Consulting_Firm_5,PRJ-1043,05-01-2026,REG,6.5,150,975
C50066,Consultant_67,Consulting_Firm_3,PRJ-1031,05-01-2026,REG,6.2,185,1147
C50000,Consultant_1,Consulting_Firm_8,PRJ-1111,05-01-2026,REG,6.1,185,1128.5
C50139,Consultant_140,Consulting_Firm_2,PRJ-1080,05-01-2026,REG,7,350,2450
C50011,Consultant_12,Consulting_Firm_9,PRJ-1024,05-01-2026,OT,9.2,185,2553
C50078,Consultant_79,Consulting_Firm_2,PRJ-1004,05-01-2026,OT,9.3,275,3836.25
C50138,Consultant_139,Consulting_Firm_1,PRJ-1046,05-01-2026,REG,7.5,150,1125
C50188,Consultant_189,Consulting_Firm_2,PRJ-1058,05-01-2026,OT,11.6,275,4785
C50119,Consultant_120,Consulting_Firm_10,PRJ-1110,05-01-2026,OT,10.8,225,3645
C50170,Consultant_171,Consulting_Firm_12,PRJ-1083,05-01-2026,OT,10.9,150,2452.5
C50076,Consultant_77,Consulting_Firm_7,PRJ-1024,05-01-2026,OT,9.3,225,3138.75
C50062,Consultant_63,Consulting_Firm_4,PRJ-1014,05-01-2026,OT,10.7,275,4413.75
C50150,Consultant_151,Consulting_Firm_3,PRJ-1028,05-01-2026,REG,6.7,225,1507.5
C50122,Consultant_123,Consulting_Firm_14,PRJ-1046,05-01-2026,OT,9.5,150,2137.5
C50123,Consultant_124,Consulting_Firm_8,PRJ-1028,05-01-2026,REG,7.9,275,2172.5
C50007,Consultant_8,Consulting_Firm_3,PRJ-1099,05-01-2026,REG,6.1,150,915
C50038,Consultant_39,Consulting_Firm_13,PRJ-1044,05-01-2026,REG,5,350,1750
C50093,Consultant_94,Consulting_Firm_5,PRJ-1054,05-01-2026,REG,5.4,450,2430
C50156,Consultant_157,Consulting_Firm_12,PRJ-1012,05-01-2026,REG,4.5,450,2025
C50091,Consultant_92,Consulting_Firm_15,PRJ-1082,05-01-2026,REG,5.3,350,1855
C50125,Consultant_126,Consulting_Firm_10,PRJ-1049,05-01-2026,OT,8.7,275,3588.75
C50209,Consultant_210,Consulting_Firm_7,PRJ-1054,05-01-2026,REG,4.1,450,1845
C50028,Consultant_29,Consulting_Firm_14,PRJ-1001,05-01-2026,REG,7.3,350,2555
C50211,Consultant_212,Consulting_Firm_1,PRJ-1024,05-01-2026,REG,6.4,350,2240
C50110,Consultant_111,Consulting_Firm_8,PRJ-1108,05-01-2026,REG,5.7,185,1054.5
C50007,Consultant_8,Consulting_Firm_3,PRJ-1024,05-01-2026,REG,7.6,150,1140
C50224,Consultant_225,Consulting_Firm_6,PRJ-1000,05-01-2026,OT,9.2,185,2553
C50189,Consultant_190,Consulting_Firm_4,PRJ-1029,05-01-2026,REG,4.1,450,1845
C50066,Consultant_67,Consulting_Firm_3,PRJ-1107,05-01-2026,OT,11.7,185,3246.75
C50009,Consultant_10,Consulting_Firm_10,PRJ-1086,05-01-2026,OT,9.4,350,4935
C50204,Consultant_205,Consulting_Firm_2,PRJ-1026,05-01-2026,REG,5.6,185,1036
C50005,Consultant_6,Consulting_Firm_8,PRJ-1048,05-01-2026,REG,7.5,185,1387.5
C50216,Consultant_217,Consulting_Firm_2,PRJ-1111,05-01-2026,REG,6.3,185,1165.5
C50117,Consultant_118,Consulting_Firm_14,PRJ-1066,05-01-2026,OT,8.8,185,2442
C50189,Consultant_190,Consulting_Firm_4,PRJ-1099,05-01-2026,REG,6.2,450,2790
C50086,Consultant_87,Consulting_Firm_5,PRJ-1025,05-01-2026,REG,4.6,350,1610
C50204,Consultant_205,Consulting_Firm_2,PRJ-1025,05-01-2026,OT,11.5,185,3191.25
C50048,Consultant_49,Consulting_Firm_4,PRJ-1068,05-01-2026,REG,5.5,225,1237.5
C50055,Consultant_56,Consulting_Firm_1,PRJ-1105,05-01-2026,REG,7.3,185,1350.5
C50248,Consultant_249,Consulting_Firm_15,PRJ-1086,05-01-2026,OT,11.9,225,4016.25
C50047,Consultant_48,Consulting_Firm_12,PRJ-1092,05-01-2026,REG,6.5,225,1462.5
C50058,Consultant_59,Consulting_Firm_2,PRJ-1058,05-01-2026,REG,7.2,150,1080
C50012,Consultant_13,Consulting_Firm_5,PRJ-1093,05-01-2026,REG,4.1,225,922.5
C50021,Consultant_22,Consulting_Firm_3,PRJ-1016,05-01-2026,REG,4.8,185,888
C50167,Consultant_168,Consulting_Firm_13,PRJ-1088,05-01-2026,REG,7.7,450,3465
C50237,Consultant_238,Consulting_Firm_3,PRJ-1041,05-01-2026,REG,5.5,185,1017.5
C50165,Consultant_166,Consulting_Firm_8,PRJ-1031,05-01-2026,REG,4.4,185,814
C50011,Consultant_12,Consulting_Firm_9,PRJ-1009,05-01-2026,OT,10.2,185,2830.5
C50247,Consultant_248,Consulting_Firm_6,PRJ-1016,05-01-2026,OT,11.8,350,6195
C50233,Consultant_234,Consulting_Firm_11,PRJ-1082,05-01-2026,OT,10,350,5250
C50041,Consultant_42,Consulting_Firm_15,PRJ-1086,05-01-2026,REG,7.9,150,1185
C50092,Consultant_93,Consulting_Firm_13,PRJ-1076,05-01-2026,REG,5.8,275,1595
C50177,Consultant_178,Consulting_Firm_5,PRJ-1080,05-01-2026,REG,5.1,275,1402.5
C50244,Consultant_245,Consulting_Firm_14,PRJ-1040,05-01-2026,REG,5,185,925
C50083,Consultant_84,Consulting_Firm_9,PRJ-1078,05-01-2026,OT,10.3,275,4248.75
C50247,Consultant_248,Consulting_Firm_6,PRJ-1068,05-01-2026,REG,6.3,350,2205
C50187,Consultant_188,Consulting_Firm_14,PRJ-1069,05-01-2026,OT,11.3,350,5932.5
C50013,Consultant_14,Consulting_Firm_12,PRJ-1090,05-01-2026,OT,8.5,350,4462.5
C50114,Consultant_115,Consulting_Firm_8,PRJ-1042,05-01-2026,REG,6.6,275,1815
C50063,Consultant_64,Consulting_Firm_13,PRJ-1101,05-01-2026,REG,7.8,350,2730
C50034,Consultant_35,Consulting_Firm_7,PRJ-1027,05-01-2026,REG,7.4,350,2590
C50243,Consultant_244,Consulting_Firm_13,PRJ-1020,05-01-2026,REG,6.7,225,1507.5
C50062,Consultant_63,Consulting_Firm_4,PRJ-1107,05-01-2026,REG,5.2,275,1430
C50030,Consultant_31,Consulting_Firm_15,PRJ-1041,05-01-2026,REG,5,450,2250
C50185,Consultant_186,Consulting_Firm_1,PRJ-1082,05-01-2026,REG,7.7,185,1424.5
C50232,Consultant_233,Consulting_Firm_12,PRJ-1097,05-01-2026,REG,7.2,225,1620
C50241,Consultant_242,Consulting_Firm_1,PRJ-1056,05-01-2026,OT,10.1,185,2802.75
C50191,Consultant_192,Consulting_Firm_3,PRJ-1094,05-01-2026,OT,10.1,275,4166.25
C50147,Consultant_148,Consulting_Firm_13,PRJ-1078,05-01-2026,REG,5.3,275,1457.5
C50193,Consultant_194,Consulting_Firm_3,PRJ-1070,05-01-2026,REG,6.5,350,2275
C50204,Consultant_205,Consulting_Firm_2,PRJ-1110,05-01-2026,REG,7.1,185,1313.5
C50204,Consultant_205,Consulting_Firm_2,PRJ-1079,05-01-2026,REG,4.6,185,851
C50114,Consultant_115,Consulting_Firm_8,PRJ-1021,05-01-2026,REG,7.6,275,2090
C50150,Consultant_151,Consulting_Firm_3,PRJ-1104,05-01-2026,REG,6.2,225,1395
C50137,Consultant_138,Consulting_Firm_3,PRJ-1012,05-01-2026,OT,11.7,225,3948.75
C50232,Consultant_233,Consulting_Firm_12,PRJ-1064,05-01-2026,REG,6.9,225,1552.5
C50197,Consultant_198,Consulting_Firm_9,PRJ-1113,05-01-2026,REG,6.8,185,1258
C50163,Consultant_164,Consulting_Firm_1,PRJ-1099,05-01-2026,REG,5.7,225,1282.5
C50095,Consultant_96,Consulting_Firm_8,PRJ-1049,05-01-2026,REG,7.4,225,1665
C50184,Consultant_185,Consulting_Firm_10,PRJ-1035,05-01-2026,REG,6.4,350,2240
C50162,Consultant_163,Consulting_Firm_5,PRJ-1049,05-01-2026,OT,10.9,350,5722.5
C50017,Consultant_18,Consulting_Firm_15,PRJ-1035,05-01-2026,REG,5.7,450,2565
C50005,Consultant_6,Consulting_Firm_8,PRJ-1042,05-01-2026,REG,7.8,185,1443
C50195,Consultant_196,Consulting_Firm_12,PRJ-1008,05-01-2026,REG,6,450,2700
C50181,Consultant_182,Consulting_Firm_9,PRJ-1072,05-01-2026,REG,5.3,225,1192.5
C50228,Consultant_229,Consulting_Firm_2,PRJ-1075,05-01-2026,REG,7,225,1575
C50169,Consultant_170,Consulting_Firm_11,PRJ-1027,05-01-2026,OT,12,150,2700
C50029,Consultant_30,Consulting_Firm_7,PRJ-1058,05-01-2026,REG,7.8,150,1170
C50093,Consultant_94,Consulting_Firm_5,PRJ-1104,05-01-2026,REG,5.1,450,2295
C50249,Consultant_250,Consulting_Firm_12,PRJ-1105,05-01-2026,REG,7.9,450,3555
C50088,Consultant_89,Consulting_Firm_7,PRJ-1046,05-01-2026,REG,7.9,225,1777.5
C50117,Consultant_118,Consulting_Firm_14,PRJ-1076,05-01-2026,REG,5.1,185,943.5
C50174,Consultant_175,Consulting_Firm_13,PRJ-1048,05-01-2026,REG,4.2,185,777
C50192,Consultant_193,Consulting_Firm_2,PRJ-1083,05-01-2026,REG,6.2,185,1147
